head_id,relation,tail_id,source_doc_id,source_chunk_id,confidence,role,valid_from,valid_to
300059,PARTICIPATES_IN,EVT-0393,1188,1188001,0.9,主体,,
300059,PARTICIPATES_IN,EVT-0394,1188,1188001,0.9,主体,,
300059,PARTICIPATES_IN,EVT-0447,1211,1211000,0.9,主体,,
300059,PARTICIPATES_IN,EVT-0448,1211,1211000,0.9,主体,,
300059,PARTICIPATES_IN,EVT-0449,1211,1211001,0.85,主体,,
300059,PARTICIPATES_IN,EVT-0590,1281,1281000,0.9,主体,,
300059,PARTICIPATES_IN,EVT-0591,1281,1281000,0.9,主体,,
300059,PARTICIPATES_IN,EVT-0706,1332,1332000,0.92,主体,,
300059,PARTICIPATES_IN,EVT-0861,1397,1397000,0.95,主体,,
300059,PARTICIPATES_IN,EVT-0862,1397,1397001,0.95,主体,,
300059,PARTICIPATES_IN,EVT-1236,2008,2008001,0.85,合作方,,
300191,PARTICIPATES_IN,EVT-1030,1492,1492000,0.9,主体,,
300191,PARTICIPATES_IN,EVT-1033,1492,1492007,0.85,主体,,
300191,PARTICIPATES_IN,EVT-1056,1503,1503006,0.85,主体,,
300191,PARTICIPATES_IN,EVT-1057,1503,1503007,0.8,主体,,
300191,PARTICIPATES_IN,EVT-1132,1543,1543003,0.85,主体,,
300191,PARTICIPATES_IN,EVT-1133,1543,1543003,0.9,主体,,
300191,PARTICIPATES_IN,EVT-1134,1543,1543004,0.85,主体,,
300191,SUPPLIES,300191,1543,1543003,0.85,,,
300209,PARTICIPATES_IN,EVT-0875,1403,1403000,0.95,主体,,
300209,PARTICIPATES_IN,EVT-0876,1403,1403001,0.95,主体,,
300209,PARTICIPATES_IN,EVT-1062,1506,1506000,0.8,主体,,
300209,PARTICIPATES_IN,EVT-1099,1529,1529001,0.95,主体,,
300209,PARTICIPATES_IN,EVT-1100,1529,1529002,0.85,主体,,
300209,PARTICIPATES_IN,EVT-1219,1593,1593005,0.9,主体,,
300209,PARTICIPATES_IN,EVT-1464,2089,2089004,0.9,主体,,
300265,PARTICIPATES_IN,EVT-0943,1443,1443000,0.9,主体,,
300274,BELONGS_TO,IND-0021,2086,2086001,0.7,,,
300274,BELONGS_TO,IND-0021,2088,2088002,0.7,,,
300274,BELONGS_TO,IND-0047,2102,2102003,0.85,,,
300274,HAS_EXECUTIVE,PER-0179,1263,1263000,0.9,,,
300274,HAS_EXECUTIVE,PER-0179,1287,1287000,0.9,,,
300274,PARTICIPATES_IN,EVT-0019,1010,1010001,0.9,主体,,
300274,PARTICIPATES_IN,EVT-0112,1054,1054001,0.9,涉及方,,
300274,PARTICIPATES_IN,EVT-0113,1054,1054005,0.9,涉及方,,
300274,PARTICIPATES_IN,EVT-0214,1104,1104001,0.85,涉及方,,
300274,PARTICIPATES_IN,EVT-0215,1104,1104003,0.9,主体,,
300274,PARTICIPATES_IN,EVT-0499,1234,1234001,0.95,主体,,
300274,PARTICIPATES_IN,EVT-0555,1234,1234000,0.95,主体,,
300274,PARTICIPATES_IN,EVT-0555,1263,1263000,0.95,主体,,
300274,PARTICIPATES_IN,EVT-0606,1287,1287000,0.9,主体,,
300274,PARTICIPATES_IN,EVT-0738,1346,1346000,0.95,主体,,
300274,PARTICIPATES_IN,EVT-0739,1346,1346002,0.95,主体,,
300274,PARTICIPATES_IN,EVT-1220,2001,2001000,0.95,主体,,
300274,PARTICIPATES_IN,EVT-1224,2004,2004000,0.95,主体,,
300274,PARTICIPATES_IN,EVT-1225,2004,2004000,0.9,主体,,
300351,PARTICIPATES_IN,EVT-0973,1462,1462002,0.9,主体,,
300351,PARTICIPATES_IN,EVT-0979,1465,1465000,0.8,涉及方,,
300355,PARTICIPATES_IN,EVT-0874,1402,1402000,0.9,主体,,
300355,PARTICIPATES_IN,EVT-0986,1468,1468000,0.95,主体,,
300355,PARTICIPATES_IN,EVT-1199,1583,1583001,0.95,主体,,
300355,PARTICIPATES_IN,EVT-1200,1584,1584000,0.95,主体,,
300355,PARTICIPATES_IN,EVT-1201,1584,1584001,0.85,主体,,
300393,HAS_EXECUTIVE,PER-0238,1401,1401003,0.85,,,
300393,PARTICIPATES_IN,EVT-0870,1401,1401001,0.9,主体,,
300393,PARTICIPATES_IN,EVT-0968,1459,1459001,0.9,主体,,
300436,HAS_EXECUTIVE,PER-0060,1426,1426011,0.85,,,
300436,HAS_EXECUTIVE,PER-0060,1427,1427001,0.9,,,
300436,HAS_EXECUTIVE,PER-0201,1426,1426011,0.85,,,
300436,HAS_EXECUTIVE,PER-0201,1427,1427001,0.9,,,
300436,HAS_EXECUTIVE,PER-0203,1426,1426011,0.85,,,
300436,HAS_EXECUTIVE,PER-0203,1427,1427001,0.9,,,
300436,PARTICIPATES_IN,EVT-0898,1419,1419000,0.9,主体,,
300436,PARTICIPATES_IN,EVT-0899,1419,1419000,0.9,主体,,
300436,PARTICIPATES_IN,EVT-0912,1426,1426001,0.95,主体,,
300436,PARTICIPATES_IN,EVT-0913,1426,1426001,0.95,主体,,
300436,PARTICIPATES_IN,EVT-0913,1426,1426010,0.9,主体,,
300436,PARTICIPATES_IN,EVT-0914,1427,1427000,0.95,主体,,
300436,PARTICIPATES_IN,EVT-0915,1427,1427001,0.95,主体,,
300436,PARTICIPATES_IN,EVT-1443,2082,2082000,0.95,主体,,
300436,PARTICIPATES_IN,EVT-1444,2082,2082001,0.9,主体,,
300436,PARTICIPATES_IN,EVT-1445,2082,2082003,0.9,主体,,
300436,PARTICIPATES_IN,EVT-1446,2082,2082003,0.85,主体,,
300504,PARTICIPATES_IN,EVT-0891,1414,1414003,0.9,主体,,
300504,PARTICIPATES_IN,EVT-1052,1502,1502001,0.9,主体,,
300504,PARTICIPATES_IN,EVT-1053,1502,1502005,0.9,主体,,
300504,PARTICIPATES_IN,EVT-1109,1533,1533000,0.9,主体,,
300504,PARTICIPATES_IN,EVT-1110,1533,1533005,0.9,主体,,
300510,PARTICIPATES_IN,EVT-1090,1523,1523000,0.9,主体,,
300510,PARTICIPATES_IN,EVT-1091,1523,1523009,0.92,主体,,
300510,PARTICIPATES_IN,EVT-1092,1524,1524000,0.95,主体,,
300562,PARTICIPATES_IN,EVT-0868,1400,1400000,0.9,主体,,
300562,PARTICIPATES_IN,EVT-0956,1452,1452001,0.9,主体,,
300562,PARTICIPATES_IN,EVT-1028,1490,1490000,0.9,主体,,
300562,PARTICIPATES_IN,EVT-1108,1532,1532000,0.9,主体,,
300571,PARTICIPATES_IN,EVT-0886,1410,1410001,0.9,主体,,
300571,PARTICIPATES_IN,EVT-1093,1525,1525000,0.9,主体,,
300571,PARTICIPATES_IN,EVT-1155,1556,1556001,0.85,主体,,
300642,BELONGS_TO,IND-0014,1566,1566001,0.7,,,
300642,PARTICIPATES_IN,EVT-0388,1186,1186000,0.95,主体,,
300642,PARTICIPATES_IN,EVT-0389,1186,1186003,0.9,主体,,
300642,PARTICIPATES_IN,EVT-0966,1458,1458002,0.85,涉及方,,
300642,PARTICIPATES_IN,EVT-1060,1505,1505000,0.9,主体,,
300642,PARTICIPATES_IN,EVT-1061,1505,1505000,0.88,主体,,
300642,PARTICIPATES_IN,EVT-1105,1531,1531000,0.9,主体,,
300642,PARTICIPATES_IN,EVT-1106,1531,1531006,0.9,主体,,
300642,PARTICIPATES_IN,EVT-1107,1531,1531006,0.9,主体,,
300642,PARTICIPATES_IN,EVT-1170,1566,1566000,0.9,涉及方,,
300723,COMPETES_WITH,600276,2073,2073003,0.85,,,
300723,PARTICIPATES_IN,EVT-0884,1409,1409000,0.9,涉及方,,
300723,PARTICIPATES_IN,EVT-0884,1409,1409001,0.95,主体,,
300723,PARTICIPATES_IN,EVT-0951,1448,1448001,0.9,主体,,
300723,PARTICIPATES_IN,EVT-0952,1448,1448001,0.8,涉及方,,
300723,PARTICIPATES_IN,EVT-1006,1478,1478000,0.95,主体,,
300723,PARTICIPATES_IN,EVT-1007,1478,1478000,0.9,主体,,
300723,PARTICIPATES_IN,EVT-1023,1488,1488000,0.95,主体,,
300723,PARTICIPATES_IN,EVT-1088,1521,1521001,0.95,主体,,
300723,PARTICIPATES_IN,EVT-1208,1588,1588000,0.95,主体,,
300723,PARTICIPATES_IN,EVT-1209,1588,1588002,0.85,主体,,
300723,PARTICIPATES_IN,EVT-1418,2073,2073000,0.95,主体,,
300723,PARTICIPATES_IN,EVT-1419,2073,2073002,0.9,主体,,
300750,BELONGS_TO,IND-0047,2102,2102003,0.85,,,
300750,PARTICIPATES_IN,EVT-0041,1021,1021001,0.95,主体,,
300750,PARTICIPATES_IN,EVT-0110,1053,1053009,0.9,主体,,
300750,PARTICIPATES_IN,EVT-0168,1083,1083000,0.95,主体,,
300750,PARTICIPATES_IN,EVT-0169,1083,1083001,0.9,主体,,
300750,PARTICIPATES_IN,EVT-0170,1083,1083002,0.9,主体,,
300750,PARTICIPATES_IN,EVT-0330,1163,1163000,0.9,主体,,
300750,PARTICIPATES_IN,EVT-0331,1021,1021000,0.95,主体,,
300750,PARTICIPATES_IN,EVT-0331,1163,1163000,0.9,主体,,
300750,PARTICIPATES_IN,EVT-0332,1163,1163000,0.9,主体,,
300750,PARTICIPATES_IN,EVT-0542,1257,1257001,0.9,主体,,
300750,PARTICIPATES_IN,EVT-0543,1257,1257001,0.9,主体,,
300750,PARTICIPATES_IN,EVT-0544,1257,1257003,0.85,主体,,
300750,PARTICIPATES_IN,EVT-0545,1257,1257009,0.9,主体,,
300750,PARTICIPATES_IN,EVT-0858,1396,1396000,0.9,涉及方,,
300750,PARTICIPATES_IN,EVT-0859,1396,1396001,0.95,主体,,
300750,PARTICIPATES_IN,EVT-0860,1396,1396001,0.95,主体,,
300750,PARTICIPATES_IN,EVT-1233,2007,2007005,0.9,主体,,
300750,PARTICIPATES_IN,EVT-1255,2014,2014000,0.9,合作方,,
300750,PARTICIPATES_IN,EVT-1476,2096,2096000,0.95,主体,,
300750,PARTICIPATES_IN,EVT-1477,2096,2096000,0.85,涉及方,,
300750,PARTICIPATES_IN,EVT-1502,2103,2103006,0.8,涉及方,,
300757,BELONGS_TO,IND-0047,2102,2102003,0.85,,,
300757,PARTICIPATES_IN,EVT-0983,1467,1467000,0.95,主体,,
300757,PARTICIPATES_IN,EVT-0984,1467,1467001,0.9,主体,,
300757,PARTICIPATES_IN,EVT-0985,1467,1467002,0.9,主体,,
300757,PARTICIPATES_IN,EVT-1016,1484,1484001,0.95,主体,,
300757,PARTICIPATES_IN,EVT-1017,1484,1484004,0.8,主体,,
300765,PARTICIPATES_IN,EVT-0977,1464,1464000,0.85,涉及方,,
300765,PARTICIPATES_IN,EVT-1431,2077,2077002,0.95,主体,,
300765,PARTICIPATES_IN,EVT-1437,2080,2080001,0.88,主体,,
300765,PARTICIPATES_IN,EVT-1468,2091,2091005,0.95,主体,,
300854,HAS_EXECUTIVE,PER-0280,1577,1577001,0.85,,,
300854,PARTICIPATES_IN,EVT-1123,1539,1539002,0.9,主体,,
300854,PARTICIPATES_IN,EVT-1190,1577,1577001,0.85,主体,,
300854,PARTICIPATES_IN,EVT-1191,1577,1577001,0.85,主体,,
300869,PARTICIPATES_IN,EVT-0879,1406,1406000,0.9,主体,,
300869,PARTICIPATES_IN,EVT-0904,1423,1423000,0.95,主体,,
300869,PARTICIPATES_IN,EVT-0905,1423,1423001,0.9,主体,,
300869,PARTICIPATES_IN,EVT-1129,1542,1542002,0.95,主体,,
300869,PARTICIPATES_IN,EVT-1130,1542,1542001,0.9,主体,,
300900,PARTICIPATES_IN,EVT-1065,1508,1508000,0.85,主体,,
300900,PARTICIPATES_IN,EVT-1188,1576,1576000,0.9,受影响方,,
301085,PARTICIPATES_IN,EVT-0962,1456,1456000,0.8,涉及方,,
301085,PARTICIPATES_IN,EVT-0963,1456,1456001,0.8,主体,,
301235,PARTICIPATES_IN,EVT-0273,1140,1140003,0.95,主体,,
301235,PARTICIPATES_IN,EVT-0949,1447,1447000,0.92,主体,,
301235,PARTICIPATES_IN,EVT-0950,1447,1447000,0.9,受影响方,,
301235,PARTICIPATES_IN,EVT-0955,1451,1451000,0.95,主体,,
301235,PARTICIPATES_IN,EVT-1011,1481,1481000,0.9,主体,,
301235,PARTICIPATES_IN,EVT-1063,1507,1507001,0.95,主体,,
600019,HAS_EXECUTIVE,PER-0315,1197,1197001,0.9,,,
600019,HAS_EXECUTIVE,PER-0315,1344,1344002,0.95,,,
600019,PARTICIPATES_IN,EVT-0145,1071,1071000,0.9,主体,,
600019,PARTICIPATES_IN,EVT-0146,1071,1071000,0.9,主体,,
600019,PARTICIPATES_IN,EVT-0147,1071,1071000,0.9,主体,,
600019,PARTICIPATES_IN,EVT-0148,1072,1072006,0.9,主体,,
600019,PARTICIPATES_IN,EVT-0149,1072,1072006,0.9,主体,,
600019,PARTICIPATES_IN,EVT-0150,1072,1072008,0.9,主体,,
600019,PARTICIPATES_IN,EVT-0232,1119,1119001,0.9,主体,,
600019,PARTICIPATES_IN,EVT-0233,1119,1119002,0.9,主体,,
600019,PARTICIPATES_IN,EVT-0234,1119,1119002,0.9,主体,,
600019,PARTICIPATES_IN,EVT-0235,1119,1119002,0.9,主体,,
600019,PARTICIPATES_IN,EVT-0415,1197,1197001,0.9,主体,,
600019,PARTICIPATES_IN,EVT-0416,1197,1197002,0.9,主体,,
600019,PARTICIPATES_IN,EVT-0417,1197,1197002,0.9,主体,,
600019,PARTICIPATES_IN,EVT-0418,1197,1197005,0.9,主体,,
600019,PARTICIPATES_IN,EVT-0445,1210,1210000,0.95,主体,,
600019,PARTICIPATES_IN,EVT-0446,1210,1210000,0.9,主体,,
600019,PARTICIPATES_IN,EVT-0731,1344,1344002,0.95,主体,,
600019,PARTICIPATES_IN,EVT-0732,1344,1344002,0.95,主体,,
600019,PARTICIPATES_IN,EVT-0733,1344,1344002,0.95,主体,,
600019,PARTICIPATES_IN,EVT-0734,1344,1344002,0.95,主体,,
600019,PARTICIPATES_IN,EVT-0735,1345,1345000,0.95,主体,,
600019,PARTICIPATES_IN,EVT-0736,1345,1345002,0.9,主体,,
600019,PARTICIPATES_IN,EVT-0834,1386,1386000,0.9,主体,,
600019,PARTICIPATES_IN,EVT-0835,1386,1386000,0.9,主体,,
600028,HAS_EXECUTIVE,PER-0139,1191,1191002,0.9,,,
600028,PARTICIPATES_IN,EVT-0022,1013,1013000,0.95,主体,,
600028,PARTICIPATES_IN,EVT-0023,1013,1013001,0.95,主体,,
600028,PARTICIPATES_IN,EVT-0024,1013,1013001,0.9,主体,,
600028,PARTICIPATES_IN,EVT-0025,1013,1013002,0.9,主体,,
600028,PARTICIPATES_IN,EVT-0107,1052,1052001,0.95,主体,,
600028,PARTICIPATES_IN,EVT-0108,1052,1052001,0.95,主体,,
600028,PARTICIPATES_IN,EVT-0109,1052,1052003,0.95,主体,,
600028,PARTICIPATES_IN,EVT-0166,1082,1082002,0.95,主体,,
600028,PARTICIPATES_IN,EVT-0166,1082,1082002,0.95,合作方,,
600028,PARTICIPATES_IN,EVT-0167,1082,1082028,0.95,合作方,,
600028,PARTICIPATES_IN,EVT-0400,1191,1191000,0.95,主体,,
600028,PARTICIPATES_IN,EVT-0401,1191,1191001,0.95,主体,,
600028,PARTICIPATES_IN,EVT-0402,1191,1191002,0.9,主体,,
600028,PARTICIPATES_IN,EVT-0708,1052,1052001,0.95,主体,,
600028,PARTICIPATES_IN,EVT-0708,1334,1334001,0.9,主体,,
600028,PARTICIPATES_IN,EVT-0709,1334,1334001,0.9,主体,,
600028,PARTICIPATES_IN,EVT-0710,1334,1334001,0.9,主体,,
600028,PARTICIPATES_IN,EVT-0823,1380,1380000,0.9,主体,,
600028,PARTICIPATES_IN,EVT-0824,1380,1380000,0.95,主体,,
600030,HAS_EXECUTIVE,PER-0059,1150,1150002,0.9,,,
600030,HAS_EXECUTIVE,PER-0146,1150,1150002,0.9,,,
600030,HAS_EXECUTIVE,PER-0177,2038,2038001,0.85,,,
600030,HAS_EXECUTIVE,PER-0177,2043,2043002,0.9,,,
600030,HAS_EXECUTIVE,PER-0177,2045,2045002,0.85,,,
600030,HAS_EXECUTIVE,PER-0271,1150,1150002,0.9,,,
600030,HAS_EXECUTIVE,PER-0370,1150,1150002,0.9,,,
600030,PARTICIPATES_IN,EVT-0084,1043,1043000,0.95,主体,,
600030,PARTICIPATES_IN,EVT-0085,1043,1043000,0.95,主体,,
600030,PARTICIPATES_IN,EVT-0165,1081,1081000,0.95,主体,,
600030,PARTICIPATES_IN,EVT-0295,1150,1150001,0.9,涉及方,,
600030,PARTICIPATES_IN,EVT-0365,1177,1177001,0.9,涉及方,,
600030,PARTICIPATES_IN,EVT-0366,1177,1177001,0.9,涉及方,,
600030,PARTICIPATES_IN,EVT-0578,1276,1276000,0.92,主体,,
600030,PARTICIPATES_IN,EVT-0579,1276,1276001,0.9,主体,,
600030,PARTICIPATES_IN,EVT-0618,1293,1293004,0.9,合作方,,
600030,PARTICIPATES_IN,EVT-0651,1309,1309001,0.95,主体,,
600030,PARTICIPATES_IN,EVT-0652,1309,1309001,0.85,受影响方,,
600030,PARTICIPATES_IN,EVT-0821,1379,1379005,0.85,涉及方,,
600030,PARTICIPATES_IN,EVT-0822,1379,1379005,0.9,涉及方,,
600030,PARTICIPATES_IN,EVT-1268,2018,2018001,0.95,主体,,
600030,PARTICIPATES_IN,EVT-1440,2081,2081001,0.9,主体,,
600030,PARTICIPATES_IN,EVT-1443,2082,2082001,0.9,涉及方,,
600031,HAS_EXECUTIVE,PER-0029,1008,1008004,0.85,,,
600031,PARTICIPATES_IN,EVT-0015,1008,1008003,0.9,主体,,
600031,PARTICIPATES_IN,EVT-0016,1008,1008004,0.9,主体,,
600031,PARTICIPATES_IN,EVT-0017,1008,1008008,0.85,主体,,
600031,PARTICIPATES_IN,EVT-0230,1114,1114002,0.95,主体,,
600031,PARTICIPATES_IN,EVT-0249,1125,1125018,0.55,主体,,
600031,PARTICIPATES_IN,EVT-0362,1176,1176002,0.95,主体,,
600031,PARTICIPATES_IN,EVT-0363,1176,1176002,0.9,主体,,
600031,PARTICIPATES_IN,EVT-0364,1176,1176000,0.9,主体,,
600031,PARTICIPATES_IN,EVT-0564,1268,1268000,0.95,主体,,
600031,PARTICIPATES_IN,EVT-0565,1268,1268002,0.9,主体,,
600031,PARTICIPATES_IN,EVT-0669,1316,1316002,0.9,主体,,
600031,PARTICIPATES_IN,EVT-0670,1316,1316002,0.9,主体,,
600031,PARTICIPATES_IN,EVT-0671,1316,1316003,0.9,主体,,
600031,PARTICIPATES_IN,EVT-0672,1316,1316005,0.85,主体,,
600031,PARTICIPATES_IN,EVT-0762,1358,1358000,0.95,主体,,
600031,PARTICIPATES_IN,EVT-0763,1358,1358000,0.9,主体,,
600031,PARTICIPATES_IN,EVT-0764,1358,1358001,0.9,主体,,
600036,HAS_EXECUTIVE,PER-0144,1076,1076000,0.9,,,
600036,HAS_EXECUTIVE,PER-0195,1012,1012000,0.9,,,
600036,HAS_EXECUTIVE,PER-0195,1162,1162003,0.9,,,
600036,HAS_EXECUTIVE,PER-0279,1196,1196001,0.9,,,
600036,HAS_EXECUTIVE,PER-0279,1278,1278000,0.95,,,
600036,HAS_EXECUTIVE,PER-0418,1012,1012000,0.9,,,
600036,PARTICIPATES_IN,EVT-0021,1012,1012001,0.9,主体,,
600036,PARTICIPATES_IN,EVT-0041,1021,1021002,0.9,合作方,,
600036,PARTICIPATES_IN,EVT-0154,1076,1076000,0.9,涉及方,,
600036,PARTICIPATES_IN,EVT-0155,1076,1076000,0.9,主体,,
600036,PARTICIPATES_IN,EVT-0164,1080,1080000,0.9,涉及方,,
600036,PARTICIPATES_IN,EVT-0326,1162,1162000,0.95,主体,,
600036,PARTICIPATES_IN,EVT-0329,1162,1162001,0.9,主体,,
600036,PARTICIPATES_IN,EVT-0414,1196,1196002,0.9,主体,,
600036,PARTICIPATES_IN,EVT-0857,1395,1395000,0.95,主体,,
600036,PARTICIPATES_IN,EVT-1237,2009,2009002,0.9,合作方,,
600048,HAS_EXECUTIVE,PER-0044,1161,1161000,0.95,,,
600048,PARTICIPATES_IN,EVT-0007,1005,1005000,0.9,主体,,
600048,PARTICIPATES_IN,EVT-0008,1005,1005000,0.9,主体,,
600048,PARTICIPATES_IN,EVT-0143,1070,1070000,0.9,主体,,
600048,PARTICIPATES_IN,EVT-0144,1070,1070001,0.9,主体,,
600048,PARTICIPATES_IN,EVT-0323,1161,1161000,0.95,主体,,
600048,PARTICIPATES_IN,EVT-0324,1161,1161001,0.95,主体,,
600048,PARTICIPATES_IN,EVT-0325,1161,1161001,0.95,主体,,
600048,PARTICIPATES_IN,EVT-0480,1226,1226000,0.95,主体,,
600048,PARTICIPATES_IN,EVT-0481,1226,1226000,0.95,主体,,
600048,PARTICIPATES_IN,EVT-0482,1227,1227000,0.95,主体,,
600048,PARTICIPATES_IN,EVT-0645,1307,1307009,0.9,主体,,
600048,PARTICIPATES_IN,EVT-0646,1307,1307014,0.9,主体,,
600048,PARTICIPATES_IN,EVT-0854,1394,1394001,0.9,主体,,
600048,PARTICIPATES_IN,EVT-0855,1394,1394000,0.9,主体,,
600048,PARTICIPATES_IN,EVT-0856,1394,1394002,0.85,主体,,
600048,PARTICIPATES_IN,EVT-1227,2006,2006000,0.95,主体,,
600048,PARTICIPATES_IN,EVT-1228,2006,2006000,0.95,主体,,
600048,PARTICIPATES_IN,EVT-1229,2006,2006002,0.9,主体,,
600062,HAS_EXECUTIVE,PER-0052,2053,2053001,0.9,,,
600062,PARTICIPATES_IN,EVT-0929,1436,1436000,0.95,主体,,
600062,PARTICIPATES_IN,EVT-0930,1436,1436001,0.9,主体,,
600062,PARTICIPATES_IN,EVT-0954,1450,1450000,0.95,主体,,
600062,PARTICIPATES_IN,EVT-1009,1480,1480001,0.95,主体,,
600062,PARTICIPATES_IN,EVT-1010,1480,1480001,0.9,主体,,
600062,PARTICIPATES_IN,EVT-1365,2053,2053001,0.85,涉及方,,
600062,PARTICIPATES_IN,EVT-1389,2062,2062000,0.95,主体,,
600079,PARTICIPATES_IN,EVT-0940,1442,1442000,0.8,涉及方,,
600079,PARTICIPATES_IN,EVT-1004,1477,1477000,0.9,涉及方,,
600079,PARTICIPATES_IN,EVT-1197,1582,1582000,0.9,主体,,
600089,PARTICIPATES_IN,EVT-0441,1209,1209003,0.95,主体,,
600089,PARTICIPATES_IN,EVT-0442,1209,1209004,0.95,主体,,
600089,PARTICIPATES_IN,EVT-0443,1209,1209007,0.9,主体,,
600089,PARTICIPATES_IN,EVT-0444,1209,1209011,0.9,主体,,
600089,PARTICIPATES_IN,EVT-0493,1232,1232000,0.95,主体,,
600089,PARTICIPATES_IN,EVT-0494,1232,1232001,0.95,主体,,
600089,PARTICIPATES_IN,EVT-0495,1232,1232002,0.95,主体,,
600089,PARTICIPATES_IN,EVT-0496,1233,1233000,0.9,主体,,
600089,PARTICIPATES_IN,EVT-0497,1233,1233001,0.9,主体,,
600089,PARTICIPATES_IN,EVT-0498,1233,1233002,0.9,主体,,
600089,PARTICIPATES_IN,EVT-0724,1340,1340000,0.95,主体,,
600089,PARTICIPATES_IN,EVT-0725,1340,1340001,0.95,主体,,
600089,PARTICIPATES_IN,EVT-0729,1342,1342000,0.85,主体,,
600089,PARTICIPATES_IN,EVT-0730,1342,1342001,0.9,主体,,
600089,PARTICIPATES_IN,EVT-0833,1385,1385000,0.9,主体,,
600104,HAS_EXECUTIVE,PER-0231,1322,1322000,0.9,,,
600104,HAS_EXECUTIVE,PER-0284,1384,1384090,0.9,,,
600104,HAS_EXECUTIVE,PER-0355,1384,1384090,0.9,,,
600104,PARTICIPATES_IN,EVT-0228,1113,1113000,0.95,主体,,
600104,PARTICIPATES_IN,EVT-0266,1134,1134000,0.85,主体,,
600104,PARTICIPATES_IN,EVT-0267,1135,1135000,0.95,主体,,
600104,PARTICIPATES_IN,EVT-0398,1190,1190001,0.9,主体,,
600104,PARTICIPATES_IN,EVT-0399,1190,1190000,0.9,主体,,
600104,PARTICIPATES_IN,EVT-0554,1262,1262000,0.9,主体,,
600104,PARTICIPATES_IN,EVT-0685,1322,1322000,0.9,主体,,
600104,PARTICIPATES_IN,EVT-0686,1322,1322000,0.9,主体,,
600104,PARTICIPATES_IN,EVT-0830,1384,1384009,0.95,主体,,
600104,PARTICIPATES_IN,EVT-0831,1384,1384094,0.9,主体,,
600104,PARTICIPATES_IN,EVT-0832,1384,1384010,0.9,主体,,
600104,PARTICIPATES_IN,EVT-1232,2007,2007002,0.9,合作方,,
600104,PARTICIPATES_IN,EVT-1234,2007,2007006,0.8,涉及方,,
600104,PARTICIPATES_IN,EVT-1298,2028,2028000,0.9,涉及方,,
600196,HAS_EXECUTIVE,PER-0273,2054,2054004,0.9,,,
600196,HAS_EXECUTIVE,PER-0273,2059,2059002,0.9,,,
600196,HAS_EXECUTIVE,PER-0273,2061,2061003,0.9,,,
600196,HAS_EXECUTIVE,PER-0412,2076,2076004,0.9,,,
600196,PARTICIPATES_IN,EVT-0906,1424,1424000,0.9,主体,,
600196,PARTICIPATES_IN,EVT-0909,1424,1424001,0.85,主体,,
600196,PARTICIPATES_IN,EVT-0928,1435,1435000,0.9,主体,,
600196,PARTICIPATES_IN,EVT-0928,1435,1435000,0.8,涉及方,,
600196,PARTICIPATES_IN,EVT-1025,1489,1489000,0.9,主体,,
600196,PARTICIPATES_IN,EVT-1026,1489,1489001,0.75,主体,,
600196,PARTICIPATES_IN,EVT-1027,1489,1489001,0.8,主体,,
600196,PARTICIPATES_IN,EVT-1379,2059,2059002,0.9,主体,,
600267,HAS_EXECUTIVE,PER-0015,2057,2057001,0.9,,,
600267,HAS_EXECUTIVE,PER-0015,2058,2058001,0.95,,,
600267,PARTICIPATES_IN,EVT-1083,1518,1518000,0.9,主体,,
600267,PARTICIPATES_IN,EVT-1084,1518,1518002,0.9,主体,,
600267,PARTICIPATES_IN,EVT-1120,1538,1538000,0.95,主体,,
600267,PARTICIPATES_IN,EVT-1121,1538,1538002,0.9,主体,,
600267,PARTICIPATES_IN,EVT-1163,1562,1562000,0.95,主体,,
600267,PARTICIPATES_IN,EVT-1164,1562,1562002,0.9,主体,,
600267,PARTICIPATES_IN,EVT-1165,1562,1562002,0.9,主体,,
600276,HAS_EXECUTIVE,PER-0103,1004,1004001,0.9,,,
600276,PARTICIPATES_IN,EVT-0003,1004,1004001,0.9,主体,,
600276,PARTICIPATES_IN,EVT-0004,1004,1004003,0.85,主体,,
600276,PARTICIPATES_IN,EVT-0005,1004,1004004,0.85,主体,,
600276,PARTICIPATES_IN,EVT-0006,1004,1004006,0.85,主体,,
600276,PARTICIPATES_IN,EVT-0321,1160,1160002,0.95,主体,,
600276,PARTICIPATES_IN,EVT-0322,1160,1160000,0.9,主体,,
600276,PARTICIPATES_IN,EVT-0386,1185,1185000,0.95,主体,,
600276,PARTICIPATES_IN,EVT-0387,1185,1185000,0.9,主体,,
600276,PARTICIPATES_IN,EVT-0524,1247,1247000,0.95,主体,,
600276,PARTICIPATES_IN,EVT-0525,1247,1247001,0.95,主体,,
600276,PARTICIPATES_IN,EVT-0526,1247,1247002,0.95,主体,,
600276,PARTICIPATES_IN,EVT-0667,1315,1315000,0.95,主体,,
600276,PARTICIPATES_IN,EVT-0668,1315,1315001,0.9,主体,,
600276,PARTICIPATES_IN,EVT-0853,1393,1393000,0.9,主体,,
600276,PARTICIPATES_IN,EVT-1367,2054,2054003,0.9,主体,,
600276,PARTICIPATES_IN,EVT-1368,2054,2054005,0.9,主体,,
600276,PARTICIPATES_IN,EVT-1380,2059,2059003,0.9,主体,,
600276,PARTICIPATES_IN,EVT-1420,2073,2073003,0.9,主体,,
600276,PARTICIPATES_IN,EVT-1425,2076,2076002,0.9,主体,,
